"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"15/01/2018","2,44","1,92","13,72","1,41","","-29,28%"
"12/01/2018","3,45","1,94","44,00","0,14","","77,84%"
"11/01/2018","1,94","10,00","10,00","0,53","","-39,37%"
"10/01/2018","3,20","0,10","4,21","0,04","","56,86%"
"09/01/2018","2,04","1,82","7,85","0,43","","-59,04%"
"08/01/2018","4,98","26,20","32,60","4,29","","61,69%"
"05/01/2018","3,08","0,02","4,34","0,02","","40,64%"
"04/01/2018","2,19","0,10","5,00","0,08","","13,47%"
"03/01/2018","1,93","1,00","2,31","0,08","","19.200,00%"
"02/01/2018","0,01","0,01","0,01","0,01","","-99,25%"
"29/12/2017","1,33","0,14","7,86","0,14","","-28,49%"
"28/12/2017","1,86","0,70","7,07","0,41","","18,47%"
"27/12/2017","1,57","6,50","7,00","0,15","","-53,82%"
"22/12/2017","3,40","10,00","10,40","0,29","","123,68%"
"21/12/2017","1,52","0,01","52,00","0,01","","-19,58%"
"20/12/2017","1,89","68,50","68,50","1,51","","-24,40%"
"19/12/2017","2,50","1,10","6,31","0,92","","247,22%"
"18/12/2017","0,72","4,00","8,08","0,51","","-66,82%"
"15/12/2017","2,17","0,98","30,25","0,70","","130,85%"
"14/12/2017","0,94","0,10","2,09","0,07","","-32,86%"
"13/12/2017","1,40","4,76","21,00","0,02","","-70,09%"
"12/12/2017","4,68","2,38","13,46","0,10","","96,64%"
"11/12/2017","2,38","0,70","67,31","0,70","","95,08%"
"08/12/2017","1,22","0,02","6,17","0,02","","-20,78%"
"07/12/2017","1,54","0,09","7,69","0,09","","-52,02%"
"06/12/2017","3,21","0,67","8,00","0,41","","1,90%"
"05/12/2017","3,15","1,11","6,50","1,11","","215,00%"
"04/12/2017","1,00","0,07","5,16","0,07","","-30,07%"
"01/12/2017","1,43","2,46","6,19","1,06","","-40,17%"
"30/11/2017","2,39","5,19","33,22","2,10","","-69,28%"
"29/11/2017","7,78","1,02","29,22","0,58","","489,39%"
"28/11/2017","1,32","1,00","66,00","1,00","","-66,24%"
"27/11/2017","3,91","0,40","54,20","0,40","","139,88%"
"24/11/2017","1,63","0,74","5,73","0,06","","-13,76%"
"23/11/2017","1,89","3,78","13,30","0,81","","-60,21%"
"22/11/2017","4,75","0,08","6,47","0,08","","60,47%"
"21/11/2017","2,96","1,68","2,96","0,12","","70,11%"
"20/11/2017","1,74","1,78","1,90","0,30","","-13,86%"
"17/11/2017","2,02","0,20","4,28","0,20","","50,75%"
"16/11/2017","1,34","4,20","4,63","1,33","","-41,48%"
"15/11/2017","2,29","0,89","22,38","0,77","","122,33%"
"14/11/2017","1,03","2,00","11,00","0,30","","-32,68%"
"13/11/2017","1,53","0,03","2,97","0,03","","28,57%"
"10/11/2017","1,19","0,10","1,20","0,08","","-73,90%"
"09/11/2017","4,56","1,36","6,64","0,69","","235,29%"
"08/11/2017","1,36","6,00","9,00","0,03","","-59,40%"
"07/11/2017","3,35","31,33","41,67","0,38","","110,69%"
"06/11/2017","1,59","0,06","1,62","0,05","","70,97%"
"03/11/2017","0,93","0,07","8,69","0,07","","-77,26%"
"02/11/2017","4,09","0,50","10,50","0,30","","133,71%"
"01/11/2017","1,75","2,00","19,14","0,61","","-8,85%"
"30/10/2017","1,92","23,00","23,00","0,05","","-4,00%"
"27/10/2017","2,00","0,40","16,94","0,40","","-11,50%"
"26/10/2017","2,26","82,00","92,00","2,20","","14,14%"
"25/10/2017","1,98","0,10","2,70","0,05","","-68,12%"
"24/10/2017","6,21","0,03","6,21","0,03","","45,43%"
"23/10/2017","4,27","5,83","25,86","1,89","","75,00%"
"20/10/2017","2,44","4,00","4,00","0,34","","49,69%"
"19/10/2017","1,63","3,91","3,91","0,17","","-66,80%"
"18/10/2017","4,91","0,94","5,25","0,26","","91,80%"
"17/10/2017","2,56","0,48","8,70","0,10","","35,45%"
"16/10/2017","1,89","5,66","6,87","0,04","","-55,32%"
"13/10/2017","4,23","6,17","22,87","0,50","","15,26%"
"12/10/2017","3,67","1,00","5,22","0,42","","57,51%"
"11/10/2017","2,33","2,02","3,46","0,12","","-39,16%"
"10/10/2017","3,83","4,69","7,41","0,36","","-67,07%"
"09/10/2017","11,63","4,68","11,65","2,72","","93,19%"
"06/10/2017","6,02","2,50","18,49","1,18","","-22,42%"
"05/10/2017","7,76","1,32","9,49","0,95","","87,89%"
"04/10/2017","4,13","1,59","9,71","0,06","","107,54%"
"03/10/2017","1,99","0,39","2,97","0,04","","-42,15%"
"02/10/2017","3,44","1,40","8,00","0,36","","151,09%"
"29/09/2017","1,37","0,65","9,86","0,65","","-85,79%"
"28/09/2017","9,64","5,00","9,64","1,04","","29,57%"
"27/09/2017","7,44","2,00","9,98","0,04","","189,49%"
"26/09/2017","2,57","1,17","8,96","0,06","","110,66%"
"25/09/2017","1,22","0,40","9,31","0,39","","-72,65%"
"22/09/2017","4,46","7,00","9,70","0,69","","28,90%"
"21/09/2017","3,46","0,15","7,38","0,15","","133,78%"
"20/09/2017","1,48","0,44","1,73","0,04","","-44,15%"
"19/09/2017","2,65","3,50","9,97","0,46","","-22,51%"
"18/09/2017","3,42","4,00","8,46","0,43","","137,50%"
"15/09/2017","1,44","2,21","5,99","0,20","","-41,94%"
"14/09/2017","2,48","0,08","4,02","0,01","","53,09%"
"13/09/2017","1,62","1,74","2,42","0,06","","-7,43%"
"12/09/2017","1,75","0,05","2,00","0,05","","25,00%"
"11/09/2017","1,40","1,00","3,14","0,04","","-60,78%"
"08/09/2017","3,57","2,68","9,92","1,69","","18,60%"
"07/09/2017","3,01","2,36","8,80","0,27","","20,40%"
"06/09/2017","2,50","0,90","4,45","0,90","","67,79%"
"05/09/2017","1,49","2,72","2,72","0,10","","-45,42%"
"04/09/2017","2,73","2,00","9,25","0,52","","127,50%"
"01/09/2017","1,20","5,00","5,00","0,30","","-49,79%"
"31/08/2017","2,39","2,70","2,95","0,47","","55,19%"
"30/08/2017","1,54","3,50","5,36","0,40","","23,20%"
"29/08/2017","1,25","0,02","1,80","0,02","","-57,34%"
"28/08/2017","2,93","0,07","6,71","0,07","","-25,63%"
"25/08/2017","3,94","0,25","6,52","0,25","","129,07%"
"24/08/2017","1,72","1,00","1,75","0,04","","-48,81%"
"23/08/2017","3,36","4,00","9,31","0,91","","21,30%"
"22/08/2017","2,77","0,67","9,45","0,25","","132,77%"
"21/08/2017","1,19","0,18","1,21","0,06","","-66,19%"
"18/08/2017","3,52","1,07","3,67","0,17","","134,67%"
"17/08/2017","1,50","0,70","2,00","0,10","","92,31%"
"16/08/2017","0,78","0,01","0,90","0,01","","-52,73%"
"15/08/2017","1,65","7,90","9,85","0,09","","-7,82%"
"14/08/2017","1,79","3,00","9,88","0,70","","-48,27%"
"11/08/2017","3,46","6,50","9,96","1,24","","7,45%"
"10/08/2017","3,22","0,91","6,94","0,64","","17,95%"
"09/08/2017","2,73","4,00","9,11","1,46","","-25,00%"
"08/08/2017","3,64","0,38","4,91","0,36","","506,67%"
"07/08/2017","0,60","0,11","6,22","0,11","","-61,78%"
"04/08/2017","1,57","4,00","6,76","0,92","","149,21%"
"03/08/2017","0,63","5,50","9,00","0,08","","-76,92%"
"02/08/2017","2,73","3,00","7,50","0,11","","60,59%"
"31/07/2017","1,70","8,84","8,84","0,02","","-56,52%"
"28/07/2017","3,91","2,25","6,59","0,12","","6,83%"
"27/07/2017","3,66","3,60","9,50","0,44","","44,66%"
"26/07/2017","2,53","0,27","6,54","0,19","","197,65%"
"25/07/2017","0,85","1,33","8,20","0,24","","-10,53%"
"24/07/2017","0,95","2,50","9,41","0,18","","-25,78%"
"21/07/2017","1,28","1,50","3,33","0,62","","-1,54%"
"20/07/2017","1,30","2,60","6,72","0,53","","14,04%"
"19/07/2017","1,14","0,01","8,49","0,01","","-30,49%"
"18/07/2017","1,64","3,33","9,72","0,90","","8,61%"
"17/07/2017","1,51","1,68","2,06","0,61","","-6,21%"
"14/07/2017","1,61","0,30","4,17","0,06","","-25,81%"
"13/07/2017","2,17","5,00","8,00","2,12","","-39,72%"
"12/07/2017","3,60","1,42","9,97","0,04","","120,86%"
"11/07/2017","1,63","0,30","3,34","0,30","","-22,38%"
"10/07/2017","2,10","0,50","4,46","0,15","","-24,19%"
"07/07/2017","2,77","0,92","8,67","0,92","","127,05%"
"06/07/2017","1,22","2,15","2,15","0,05","","-55,47%"
"05/07/2017","2,74","0,44","3,56","0,15","","508,89%"
"04/07/2017","0,45","0,50","8,75","0,27","","-78,05%"
"03/07/2017","2,05","0,40","4,46","0,17","","-46,61%"
"30/06/2017","3,84","1,77","9,94","0,02","","132,73%"
"29/06/2017","1,65","1,91","8,44","0,31","","-26,67%"
"28/06/2017","2,25","1,06","8,99","0,63","","122,77%"
"27/06/2017","1,01","1,10","2,79","0,45","","23,17%"
"26/06/2017","0,82","1,00","3,80","0,19","","-77,22%"
"23/06/2017","3,60","7,00","9,00","0,18","","140,00%"
"22/06/2017","1,50","0,07","3,71","0,07","","9,49%"
"21/06/2017","1,37","2,50","9,67","0,18","","104,48%"
"20/06/2017","0,67","0,09","2,11","0,02","","55,81%"
"19/06/2017","0,43","3,10","5,35","0,43","","-49,41%"
"16/06/2017","0,85","1,20","2,84","0,79","","-58,94%"
"15/06/2017","2,07","0,42","8,75","0,42","","3,50%"
"14/06/2017","2,00","1,00","8,00","0,28","","92,31%"
"13/06/2017","1,04","7,00","7,00","0,77","","-0,95%"
"12/06/2017","1,05","0,50","7,88","0,22","","-19,23%"
"09/06/2017","1,30","5,20","5,40","1,01","","-40,37%"
"08/06/2017","2,18","1,67","7,33","0,52","","48,30%"
"07/06/2017","1,47","1,13","9,50","0,50","","-42,80%"
"06/06/2017","2,57","3,50","9,81","0,54","","133,64%"
"02/06/2017","1,10","0,83","2,64","0,07","","-85,16%"
"01/06/2017","7,41","3,60","9,98","0,00","","148,66%"
"31/05/2017","2,98","1,00","9,62","0,12","","132,81%"
"30/05/2017","1,28","3,00","9,00","0,34","","4,92%"
"29/05/2017","1,22","5,43","5,43","0,08","","-46,49%"
"26/05/2017","2,28","4,00","5,09","0,69","","-53,09%"
"25/05/2017","4,86","4,86","4,86","4,86","","52,35%"
"24/05/2017","3,19","9,00","9,17","0,17","","81,25%"
"23/05/2017","1,76","0,67","1,91","0,17","","77,78%"
"22/05/2017","0,99","2,50","9,20","0,96","","-29,29%"
"19/05/2017","1,40","1,25","9,75","0,61","","-19,08%"
"18/05/2017","1,73","1,06","9,40","0,42","","20,98%"
"17/05/2017","1,43","1,26","2,33","0,63","","13,49%"
"16/05/2017","1,26","1,55","2,23","0,17","","-17,11%"
"15/05/2017","1,52","3,00","7,38","0,23","","-43,07%"
"12/05/2017","2,67","1,19","3,19","0,42","","128,21%"
"11/05/2017","1,17","1,69","6,84","0,25","","-24,03%"
"10/05/2017","1,54","9,33","9,33","0,75","","-29,03%"
"09/05/2017","2,17","0,92","2,24","0,10","","37,34%"
"08/05/2017","1,58","0,94","5,33","0,33","","66,32%"
"05/05/2017","0,95","1,00","1,97","0,02","","13,10%"
"04/05/2017","0,84","0,68","1,17","0,23","","-67,69%"
"03/05/2017","2,60","0,20","5,62","0,20","","122,22%"
"02/05/2017","1,17","0,99","9,94","0,25","","17,00%"
"28/04/2017","1,00","0,02","2,11","0,02","","5,26%"
"27/04/2017","0,95","0,03","1,83","0,02","","-89,39%"
"26/04/2017","8,95","0,12","9,56","0,10","","253,75%"
"25/04/2017","2,53","1,00","4,56","0,23","","2,02%"
"24/04/2017","2,48","0,73","3,24","0,69","","-5,34%"
"21/04/2017","2,62","2,45","9,75","0,29","","6,07%"
"20/04/2017","2,47","2,49","5,00","0,81","","-18,48%"
"19/04/2017","3,03","1,00","3,08","0,02","","73,14%"
"18/04/2017","1,75","4,15","4,15","0,38","","-77,33%"
"13/04/2017","7,72","2,63","9,45","0,58","","65,31%"
"12/04/2017","4,67","0,13","5,74","0,05","","-40,66%"
"11/04/2017","7,87","6,20","8,42","0,10","","151,44%"
"10/04/2017","3,13","9,00","9,67","1,07","","-25,30%"
"07/04/2017","4,19","3,75","9,78","0,09","","280,91%"
"06/04/2017","1,10","2,00","4,86","0,50","","-70,27%"
"05/04/2017","3,70","2,13","7,48","1,16","","245,79%"
"04/04/2017","1,07","0,00","1,21","0,00","","-37,43%"
"03/04/2017","1,71","1,00","9,48","0,29","","-31,87%"
"31/03/2017","2,51","3,00","8,27","0,65","","-23,71%"
"30/03/2017","3,29","4,38","7,85","0,13","","157,03%"
"29/03/2017","1,28","1,15","5,00","0,31","","-4,48%"
"28/03/2017","1,34","8,69","8,69","0,34","","-38,25%"
"27/03/2017","2,17","6,86","6,86","0,07","","-62,84%"
"24/03/2017","5,84","0,25","9,80","0,22","","352,71%"
"23/03/2017","1,29","6,54","7,64","1,00","","-53,43%"
"22/03/2017","2,77","6,49","9,97","0,15","","-21,53%"
"21/03/2017","3,53","0,33","9,78","0,10","","-47,47%"
"20/03/2017","6,72","1,77","9,93","1,29","","267,21%"
"17/03/2017","1,83","1,68","1,92","0,01","","47,58%"
"16/03/2017","1,24","8,00","8,00","0,30","","-58,25%"
"15/03/2017","2,97","0,95","4,84","0,50","","76,79%"
"14/03/2017","1,68","1,61","1,69","0,07","","33,33%"
"13/03/2017","1,26","2,17","3,46","0,25","","-56,40%"
"10/03/2017","2,89","0,10","2,89","0,10","","177,88%"
"09/03/2017","1,04","0,75","2,07","0,03","","-70,95%"
"08/03/2017","3,58","1,12","8,97","0,04","","-27,53%"
"07/03/2017","4,94","0,04","7,53","0,04","","108,44%"
"06/03/2017","2,37","0,40","3,29","0,31","","-2,07%"
"03/03/2017","2,42","4,00","9,98","0,13","","72,86%"
"02/03/2017","1,40","0,67","1,61","0,39","","25,00%"
"01/03/2017","1,12","4,33","4,33","0,23","","-52,94%"
"28/02/2017","2,38","0,50","8,25","0,45","","-4,03%"
"27/02/2017","2,48","0,17","9,90","0,17","","-22,74%"
"24/02/2017","3,21","1,20","6,77","1,07","","103,16%"
"23/02/2017","1,58","5,50","7,11","0,23","","-33,61%"
"22/02/2017","2,38","5,67","5,67","0,23","","5,31%"
"21/02/2017","2,26","5,00","5,00","0,12","","25,56%"
"20/02/2017","1,80","1,15","1,98","0,36","","-55,56%"
"17/02/2017","4,05","0,67","6,52","0,65","","249,14%"
"16/02/2017","1,16","0,50","2,27","0,50","","87,10%"
"15/02/2017","0,62","1,00","1,15","0,12","","-51,18%"
"14/02/2017","1,27","8,00","9,20","0,10","","25,74%"
"13/02/2017","1,01","9,00","9,87","0,74","","-34,84%"
"10/02/2017","1,55","0,10","2,27","0,10","","30,25%"
"09/02/2017","1,19","0,23","2,79","0,22","","-12,50%"
"08/02/2017","1,36","1,16","8,88","0,38","","9,68%"
"07/02/2017","1,24","0,59","5,36","0,43","","-31,87%"
"06/02/2017","1,82","0,17","3,41","0,07","","-1,09%"
"03/02/2017","1,84","8,80","9,83","0,04","","41,54%"
"02/02/2017","1,30","5,00","6,00","0,31","","38,30%"
"01/02/2017","0,94","0,04","1,12","0,04","","-55,87%"
"31/01/2017","2,13","7,00","8,25","0,28","","37,42%"
"30/01/2017","1,55","0,02","2,24","0,02","","91,36%"
"27/01/2017","0,81","0,24","4,07","0,24","","-56,68%"
"26/01/2017","1,87","0,75","2,74","0,09","","-35,96%"
"25/01/2017","2,92","0,20","4,66","0,20","","197,96%"
"24/01/2017","0,98","1,61","3,26","0,20","","-66,78%"
"23/01/2017","2,95","9,89","9,89","0,28","","13,46%"
"20/01/2017","2,60","1,00","8,00","0,11","","98,47%"
"19/01/2017","1,31","0,60","1,62","0,16","","61,73%"
"18/01/2017","0,81","0,08","0,84","0,04","","-53,18%"
"17/01/2017","1,73","8,83","8,83","0,77","","54,46%"
"16/01/2017","1,12","1,15","2,98","0,49","","-5,88%"
"13/01/2017","1,19","0,33","1,56","0,12","","-23,23%"
"12/01/2017","1,55","0,37","1,57","0,24","","27,05%"
"11/01/2017","1,22","0,16","3,49","0,16","","-48,74%"
"10/01/2017","2,38","2,00","3,95","0,01","","60,81%"
"09/01/2017","1,48","0,23","2,81","0,10","","6,47%"
"06/01/2017","1,39","0,14","1,75","0,03","","-58,38%"
"05/01/2017","3,34","6,00","9,62","1,40","","4,70%"
"04/01/2017","3,19","1,00","6,33","0,48","","42,41%"
"03/01/2017","2,24","5,00","5,00","1,37","","-27,04%"
